"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,119,"KIR","Kiribati","KIRIBATI","Kiribati","Kiribati|Kiribas","","Gilbert Islands","","Kiribati ","Kiribati ","<U+041A><U+0438><U+0440><U+0438><U+0431><U+0430><U+0442><U+0438>","<U+0643><U+064A><U+0631><U+064A><U+0628><U+0627><U+062A><U+064A>","<U+57FA><U+91CC><U+5DF4><U+65AF> ","","","Kiribati","KI","","KR","296","Unknown","Present","91985","1049.99","87.60559624377375","Micronesia","Oceania","1","","","","East Asia & Pacific","Lower middle income","Debt not classified","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","1","1","1","1"
