"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,175,"PNG","Papua New Guinea","PAPUA NEW GUINEA","Papua New Guinea","Papua Niu Gini","British New Guinea|German New Guinea|New Britain|New Guinea","","","Papouasie-Nouvelle-Guinée ","Papúa-Nueva Guinea ","<U+041F><U+0430><U+043F><U+0443><U+0430> — <U+041D><U+043E><U+0432><U+0430><U+044F> <U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>","<U+0628><U+0627><U+0628><U+0648><U+0627> <U+063A><U+064A><U+0646><U+064A><U+0627> <U+0627><U+0644><U+062C><U+062F><U+064A><U+062F><U+0629>","<U+5DF4><U+5E03><U+4E9A><U+65B0><U+51E0><U+5185><U+4E9A> ","","","Papua New Guinea","PG","","PP","598","19750916","Present","4809215","466161.188","10.316635369480824","Melanesia","Oceania","1","","","","East Asia & Pacific","Low income","Moderately indebted","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","1","1","1",""
